Player Name,Team,League,POS,GP,MIN,Y,YR,R,A,SA,CR,ACR,CC,FS,P,AP,ACRO,BCC,DR,APW,TBOX,ECL
Alvaro Odriozola,RMD,LIGA,M/D,14,1179,2,0,0,2,0,53,10,18,19,538,594,10,7,7,2,51,12
Joao Miranda,INT,SERI,D,14,1160,3,0,0,0,0,0,0,2,9,736,822,0,0,1,0,11,45
Yangel Herrera,HUE,LIGA,M,16,1158,5,0,0,0,0,10,1,4,23,328,433,1,0,15,0,13,29
Jozabed,CEL,LIGA,M,20,1157,1,0,0,0,0,8,0,8,12,597,703,0,1,5,0,18,11
Oleksandr Zinchenko,MCI,EPL,M/D,14,1153,1,0,0,3,0,39,7,12,5,1083,1184,7,3,5,0,10,16
Ragnar Klavan,CAG,SERI,D,14,1141,1,0,0,0,0,1,1,1,3,471,583,1,1,1,0,3,65
Bruno,BHA,EPL,D,14,1136,2,0,0,1,1,17,5,6,9,420,510,5,1,4,0,2,26
Francesco Cassata,FRO,SERI,M,19,1128,9,0,1,2,0,8,2,11,22,257,330,2,0,19,0,9,12
Felipe,HAN,BUND,D,17,1096,4,1,1,0,0,1,0,0,17,370,495,0,0,2,0,13,69
Federico Di Francesco,SAS,SERI,F/M,19,1080,2,0,0,2,0,20,1,11,18,298,348,1,2,13,1,48,2
Karim Bellarabi,LEV,BUND,M,19,1057,4,0,1,4,1,63,12,26,13,316,420,12,7,19,0,46,5
Florent Balmont,DIJ,FRAN,M,19,1027,3,0,0,1,0,40,12,17,19,532,629,6,1,4,0,2,8
Cristian Tello,BET,LIGA,M,29,1559,4,0,0,6,0,44,10,28,12,665,778,9,7,26,1,95,10
Aleksandar Dragovic,LEV,BUND,D,19,1362,4,0,0,0,0,0,0,3,6,1018,1131,0,0,0,0,8,62
Jeremie Boga,SAS,SERI,F/M,24,1354,0,0,0,1,0,16,0,16,29,377,435,0,2,77,0,68,2
Manuel Pasqual,EMP,SERI,D,22,1339,2,0,0,2,0,170,31,21,10,548,749,21,2,2,0,12,26
Laurent Koscielny,ARS,EPL,D,17,1330,1,0,0,0,0,0,0,2,14,819,891,0,0,1,0,12,70
William Saliba,ETI,FRAN,D,16,1277,1,0,0,0,0,0,0,1,11,552,644,0,0,9,0,11,43
Victor Sanchez,ESP,LIGA,M/D,24,1257,9,0,0,2,0,17,3,8,36,434,533,1,1,6,0,14,24
Adnan Januzaj,RSO,LIGA,M,20,1252,1,0,0,3,1,118,39,30,35,325,431,14,4,65,0,65,4
Chema,LEV,LIGA,D,19,1251,7,0,0,0,0,0,0,3,5,274,371,0,2,2,0,3,82
Kevin Danso,AUG,BUND,M,18,1247,3,0,0,1,0,1,0,2,15,445,597,0,1,2,0,16,72
Dani Ceballos,RMD,LIGA,M,23,1246,3,0,0,0,0,8,2,24,40,940,1015,2,1,14,0,32,4
Ross Barkley,CHE,EPL,M,27,1241,1,0,0,5,0,7,1,22,27,870,954,1,4,15,0,40,13
Gaitan Paquiez,NIM,FRAN,D,19,1236,4,0,0,0,0,13,1,9,11,308,421,1,0,6,0,7,40
Simon Francis,BOU,EPL,D,17,1227,1,0,0,2,0,32,11,10,8,480,655,11,0,5,0,13,66
Yann Karamoh,BDX,FRAN,M,22,1224,2,0,0,1,0,69,20,26,27,354,458,10,2,44,0,48,3
David Zurutuza,RSO,LIGA,M,21,1223,2,0,0,0,0,6,1,10,36,487,603,1,1,5,0,16,21
Vincent Kompany,MCI,EPL,D,17,1223,6,0,0,0,0,0,0,1,0,1142,1227,0,0,3,0,10,55
Patrick Erras,FCN,BUND,M,19,1219,1,0,0,1,0,0,0,8,3,372,467,0,1,0,0,9,45
Gerard Gumbau,LGN,LIGA,M,16,1196,4,1,1,1,0,37,8,7,11,302,399,4,0,4,0,12,12
Samuel Umtiti,BAR,LIGA,D,14,1190,4,0,0,1,0,0,0,1,16,839,888,0,1,4,0,3,27
Matt Targett,SOU,EPL,D,16,1187,2,0,0,3,0,77,23,23,10,309,442,9,4,1,0,28,31
Elias Kachunga,HUD,EPL,F/M,20,1181,2,0,0,0,0,15,5,5,21,211,296,5,0,10,0,25,9
David Costas,CEL,LIGA,D,15,1173,4,0,0,0,0,1,0,0,7,601,682,0,0,1,0,7,54
Leandro Paredes,PSG,FRAN,M,15,1171,1,0,0,2,1,37,10,17,20,1103,1198,0,3,5,0,1,20
Erik Pieters,AMN,FRAN,D,14,1171,2,0,0,1,0,39,7,8,22,342,481,2,0,7,0,4,47
Wesley Hoedt,SOU,EPL,D,13,1170,2,0,0,0,0,2,0,1,15,488,622,0,0,5,0,7,75
Merih Demiral,SAS,SERI,D,13,1170,3,0,0,0,0,1,0,2,4,594,679,0,1,4,0,12,74
Mattias Svanberg,BGN,SERI,M,22,1167,2,0,0,2,0,20,6,15,32,239,309,2,1,9,0,17,12
Miguel Veloso,GEN,SERI,M/D,20,1167,7,0,0,1,0,70,20,23,6,412,520,6,1,3,0,4,19
Charles Traore,NTE,FRAN,D,13,1164,3,0,0,0,0,28,8,6,22,299,421,8,3,1,0,10,33
Jordan Torunarigha,HB,BUND,D,14,1161,2,1,1,2,0,3,2,5,6,377,477,2,2,1,0,11,54
Cristian Molinaro,FRO,SERI,D,14,1160,2,0,0,0,0,38,11,14,22,309,438,11,1,7,0,6,37
Christopher Nkunku,PSG,FRAN,M,22,1155,0,0,0,2,0,15,3,17,30,558,613,3,6,23,0,39,6
Mattia Valoti,SPL,SERI,M,23,1154,6,0,0,0,0,19,3,8,28,384,476,3,0,9,0,29,13
Adrien Hunou,REN,FRAN,M,18,1151,1,0,0,0,0,6,0,9,23,207,273,0,0,3,0,45,6
Nathaniel Clyne,BOU,EPL,D,14,1145,2,0,0,1,1,18,4,4,3,345,459,4,0,4,0,18,27
James Rodriguez,BAY,BUND,M,20,1142,2,0,0,3,2,84,32,52,15,765,877,8,8,16,1,61,1
Tommy Smith,HUD,EPL,D,15,1142,2,0,1,0,0,24,5,7,6,365,488,5,0,3,0,9,27
Elvis Rexhbecaj,WOL,BUND,M,24,1141,4,0,0,2,1,13,4,7,34,273,388,4,3,9,0,18,16
Christoph Kramer,BM,BUND,M,18,1136,6,0,0,1,0,5,0,9,14,652,732,0,2,9,0,14,22
Juan Cuadrado,JUV,SERI,M,17,1134,4,0,0,2,0,48,13,30,35,614,693,13,2,16,0,46,10
Alfie Mawson,FUL,EPL,D,15,1130,2,0,0,0,0,3,0,2,5,393,477,0,0,0,0,7,64
Lukas Lerager,GEN,SERI,M,14,1124,4,0,0,0,0,16,7,18,22,296,395,7,1,4,0,21,11
Sergio Reguilon,RMD,LIGA,D,14,1121,3,0,0,2,0,34,4,17,29,572,666,4,2,11,0,22,35
Tin Jedvaj,LEV,BUND,D,16,1119,3,0,0,0,0,11,0,3,8,494,621,0,0,7,0,15,49
Lucas Hernandez,ATL,LIGA,D,14,1118,5,0,0,0,0,10,3,3,20,414,509,3,2,6,0,16,47
Lucas Biglia,MIL,SERI,M/D,16,1114,3,0,0,0,0,3,2,12,16,751,831,2,0,3,0,2,21
Youri Tielemans,LEI,EPL,M,13,1091,2,0,0,4,1,16,2,16,15,545,641,2,6,12,0,18,11
Roberto Gagliardini,INT,SERI,M,19,1085,4,0,0,0,0,2,2,14,19,696,795,2,1,5,0,37,18
Philipp Bargfrede,BRE,BUND,M,15,1084,6,0,0,0,0,2,0,4,16,452,552,0,0,3,0,2,45
Leonardo Bittencourt,HOF,BUND,M,21,1069,1,0,0,3,0,43,11,22,30,341,425,4,3,10,0,34,6
Oliver Fink,DUS,BUND,M,19,1066,5,0,0,0,0,11,2,6,20,226,386,2,1,9,0,26,21
Steven Zuber,SGT,BUND,M,13,1058,3,0,0,1,0,27,5,9,16,284,372,5,2,5,0,28,6
Milan Badelj,LAZ,SERI,M,22,1053,6,0,0,0,0,17,5,9,13,701,810,4,0,26,0,4,17
Fred,MUN,EPL,M,17,1042,2,0,0,1,0,13,5,12,18,664,769,2,1,10,0,12,8
Dennis Aogo,SGT,BUND,D,15,1027,1,0,0,0,0,52,16,15,6,450,517,5,1,5,0,8,19
Jeremy Gelin,REN,FRAN,D,21,1256,3,0,1,0,0,0,0,5,8,688,790,0,0,6,0,5,28
Anthony Limbombe,NTE,FRAN,M,29,1232,2,0,0,1,0,42,10,30,27,317,417,10,5,11,0,82,9
Borja Valero,INT,SERI,M,27,1226,4,0,0,1,0,12,5,20,23,1093,1167,4,2,5,0,15,20
Miha Zajc,EMP,SERI,M,20,1165,1,1,1,2,1,58,18,23,11,441,531,3,3,28,0,64,8
Alvaro Medran,RV,LIGA,M,21,1147,6,1,1,0,0,52,15,29,18,604,727,1,0,20,0,16,8
Romain Saiss,WLV,EPL,M/D,19,1144,7,0,0,0,0,9,2,4,8,568,737,2,2,5,0,11,58
Andre Hoffmann,DUS,BUND,D,14,1137,5,0,0,0,0,0,0,1,3,509,571,0,0,0,0,8,47
Pedro Obiang,WHU,EPL,M,24,1120,0,0,0,1,1,7,2,5,11,429,536,2,1,7,0,11,15
Martin Kelly,CRY,EPL,D,13,1110,2,0,0,0,0,2,1,1,1,269,357,1,0,0,0,6,85
Valter Birsa,CHV,SERI,F/M,17,1103,1,0,0,2,0,63,14,24,12,402,500,3,3,12,0,17,12
Tito,RV,LIGA,D,15,1099,2,0,0,0,0,15,2,6,14,375,491,2,0,2,0,4,37
Javier Manquillo,NEW,EPL,D,18,1099,2,0,0,3,0,28,3,9,8,246,352,3,1,5,0,6,48
Adrien Silva,MON,FRAN,M,14,1093,6,0,0,0,0,6,3,5,16,551,672,2,1,11,0,0,20
Massimo Gobbi,PAR,SERI,M/D,15,1093,3,0,0,1,0,21,5,8,6,326,437,5,0,2,0,3,38
Ryan Fredericks,WHU,EPL,D,15,1085,5,0,0,0,0,20,5,3,10,309,436,5,1,12,0,15,39
Patric,LAZ,SERI,D,15,1083,1,0,0,0,0,31,2,8,8,540,649,2,3,2,0,24,23
Sebastien De Maio,UDN,SERI,D,15,1083,0,1,1,0,0,3,1,3,3,288,375,1,0,4,0,15,86
Omar Mascarell,SKE,BUND,M,15,1083,2,0,0,2,0,1,0,6,4,453,535,0,1,6,0,2,7
Amine Harit,SKE,BUND,M,18,1083,1,0,0,1,0,3,2,21,50,339,424,2,1,36,1,28,2
Anuar,REV,LIGA,M,19,1082,6,0,0,0,0,2,0,2,15,296,395,0,0,4,0,13,23
Joao Mario,INT,SERI,M,20,1081,2,0,0,2,0,33,8,18,23,597,703,6,4,23,0,23,2
Daley Blind,AJX,UCL,M/D,12,1080,2,0,0,0,0,8,0,6,7,648,795,0,1,2,0,8,43
Dusan Tadic,AJX,UCL,M,12,1080,1,0,0,4,0,28,6,37,13,333,442,5,6,20,0,89,5
Youssef Ait Bennasser,MON,FRAN,M,13,1074,2,0,0,2,0,2,0,12,11,630,730,0,1,12,0,0,19
Facundo Roncaglia,CEL,LIGA,D,12,1071,3,0,0,0,0,6,0,2,8,443,527,0,0,2,0,7,42
Jonathan Biabiany,PAR,SERI,F/M,18,1070,4,0,0,0,0,15,4,9,16,213,292,4,2,20,0,8,10
Adrien Rabiot,PSG,FRAN,M,14,1064,3,0,0,1,3,6,0,6,8,975,1047,0,1,15,0,9,18
Sergio Alvarez,EIB,LIGA,M,19,1064,1,0,0,0,0,0,0,2,6,395,498,0,0,1,0,6,41
Sadio Mane,LIV,UCL,F/M,12,1061,2,0,0,1,0,15,2,16,24,232,305,2,2,26,2,78,3
Joe Gomez,LIV,EPL,D,16,1060,2,0,0,0,0,7,2,7,9,689,787,2,0,4,0,8,39
Rene Krhin,NTE,FRAN,M,16,1056,2,0,0,0,0,0,0,1,12,446,536,0,0,4,0,8,31
Jean-Eudes Aholou,MON,FRAN,M,16,1056,2,0,0,1,0,5,1,8,15,439,520,1,1,10,0,18,12
Florian Lejeune,NEW,EPL,D,12,1055,0,0,0,0,0,7,1,6,5,429,563,1,0,3,0,14,44
Kenny Tete,LYO,FRAN,D,13,1050,1,0,0,3,0,47,16,19,12,534,633,16,2,1,0,26,26
Sanjin Prcic,STR,FRAN,M,12,1045,1,0,0,1,0,45,14,19,4,614,702,4,1,12,0,6,6
Lyanco,BGN,SERI,D,12,1032,1,1,1,0,0,0,0,3,3,409,504,0,1,9,0,7,51
Cristian Zapata,MIL,SERI,D,13,1026,4,0,0,0,0,2,0,4,8,586,637,0,1,2,0,10,56
Ivan Rakitic,BAR,UCL,M,12,1020,2,0,0,2,0,4,1,10,12,835,914,0,0,2,0,13,8
Diogo Dalot,MUN,EPL,D,16,1014,3,0,0,2,0,50,14,17,2,300,423,13,5,11,0,21,30
Akapo,HUE,LIGA,D,13,1012,2,0,0,0,0,7,0,3,13,265,348,0,0,8,0,15,33
Kostas Stafylidis,AUG,BUND,D,13,1012,1,0,0,0,0,34,7,9,11,408,511,3,1,4,0,1,29
Mathias Olivera,GET,LIGA,D,14,1010,4,1,1,1,0,18,5,7,23,185,315,5,1,10,0,25,18
Luca Fuentes Sangalli,RSO,LIGA,M,18,999,0,0,0,3,0,20,5,11,17,268,361,5,3,16,1,16,3
Per Skjelbred,HB,BUND,M,16,996,3,0,0,1,0,8,1,8,10,489,564,1,0,9,0,7,13
Antonio Barragan,BET,LIGA,D,14,936,4,0,0,0,0,41,9,9,9,450,523,9,0,3,0,15,24
Sebastian Rode,EF,BUND,M,12,931,4,0,0,0,0,27,12,18,10,431,517,2,1,11,0,16,13
Marek Hamsik,NAP,SERI,M,13,922,1,0,0,0,0,3,0,16,3,750,848,0,0,6,0,13,13
Fernando Marcal,LYO,FRAN,D,12,883,2,0,0,0,1,9,2,3,9,663,756,2,0,1,0,5,31
Lucas Paqueta,MIL,SERI,M,13,850,5,0,1,1,0,7,1,9,23,280,363,1,1,16,0,16,10
Isco,RMD,LIGA,M,27,1186,3,0,0,2,1,42,8,26,34,822,928,4,4,33,0,59,3
Faouzi Ghoulam,NAP,SERI,D,15,1063,2,0,0,3,0,104,19,21,17,662,743,5,5,1,0,17,12
Unai Nunez,ATH,LIGA,D,12,1063,4,0,0,0,0,1,0,3,2,468,536,0,1,2,0,15,57
Ladislav Krejci,BGN,SERI,M,17,1059,2,0,0,3,0,41,13,16,10,397,472,10,6,3,0,18,11
Xherdan Shaqiri,LIV,EPL,M,24,1058,2,0,0,3,1,47,13,20,14,519,639,7,3,4,0,28,6
Emmanuel Imorou,CAE,FRAN,D,15,1046,2,0,0,1,0,19,3,3,8,297,393,3,1,5,0,2,41
Gabriel,LIL,FRAN,D,13,1036,1,0,0,0,0,0,0,3,13,532,622,0,0,0,0,10,54
Sergio Busquets,BAR,UCL,M,12,1033,3,0,0,1,0,0,0,11,14,903,969,0,1,6,0,4,11
Luca Paganini,FRO,SERI,F/M,13,1031,2,0,0,0,0,13,5,9,31,250,331,5,0,4,1,43,13
Florian Miguel,NIM,FRAN,D,12,1027,1,1,1,0,0,10,3,8,18,292,388,3,0,3,0,10,38
Mario Suarez,RV,LIGA,M,14,1026,5,0,0,0,0,3,1,10,26,458,578,1,1,16,0,13,17
Junior Stanislas,BOU,EPL,M,23,1025,1,0,0,3,1,37,8,15,10,384,496,2,5,12,0,39,15
Alexander Hack,MAI,BUND,D,14,1019,1,0,0,1,0,2,0,2,8,418,553,0,2,8,0,11,58
Rafael,LYO,FRAN,D,18,1018,4,0,1,1,0,47,8,11,19,491,588,8,1,11,0,9,23
Fabian Johnson,BM,BUND,M/D,18,1009,1,0,0,0,0,8,1,4,15,404,504,1,1,1,1,17,13
Harvey Barnes,LEI,EPL,M,16,1009,0,0,0,2,0,23,3,17,7,240,311,3,3,30,0,83,5
Julian Korb,HAN,BUND,D,12,1007,0,0,0,0,0,28,6,10,4,283,398,6,1,4,0,7,31
Davide Santon,ROM,SERI,D,17,1005,0,0,0,1,0,29,6,14,11,490,561,6,0,14,0,5,16
Adam Masina,WAT,EPL,D,14,1004,5,0,0,1,0,31,5,3,10,352,436,3,2,7,0,5,36
Jean-Victor Makengo,NIC,FRAN,M,24,1004,2,0,0,0,0,5,1,13,13,346,399,1,1,26,0,21,3
Alessandro Schopf,SKE,BUND,M,15,1003,3,0,0,0,0,14,3,13,10,347,430,3,2,17,1,21,10
Clement Lenglet,BAR,UCL,D,12,999,2,0,0,0,0,0,0,0,10,545,620,0,0,4,0,8,40
Federico Ceccherini,FIO,SERI,D,15,993,3,0,0,0,0,2,1,3,20,494,577,1,1,6,0,9,38
Virgil van Dijk,LIV,UCL,D,11,990,3,0,0,2,0,0,0,4,5,603,690,0,1,1,0,14,53
Gerard Pique,BAR,UCL,D,11,990,1,0,0,0,0,0,0,2,3,633,715,0,1,3,0,4,56
Toby Alderweireld,TOT,UCL,D,11,990,2,0,0,0,0,2,0,2,3,576,660,0,1,0,0,14,37
Jordi Alba,BAR,UCL,D,11,990,2,0,0,5,0,24,2,23,3,779,890,2,5,7,0,37,23
Matthijs de Ligt,AJX,UCL,D,11,990,2,0,0,0,0,2,0,1,5,525,620,0,0,1,0,21,46
Frenkie de Jong,AJX,UCL,M/D,11,986,2,0,0,0,0,2,1,9,16,718,804,1,1,14,0,8,19
Dejan Lovren,LIV,EPL,D,13,986,1,0,0,0,0,4,2,1,10,711,821,2,0,0,1,9,51
Ainsley Maitland-Niles,ARS,EPL,M/D,16,986,1,1,1,1,0,18,1,6,12,354,451,1,1,19,0,24,11
Nicolas Cozza,MTP,FRAN,D,12,986,0,0,0,1,0,2,0,3,10,371,441,0,1,8,0,3,32
Hakim Ziyech,AJX,UCL,M,11,985,3,0,0,3,1,52,10,24,22,360,476,1,8,31,0,46,3
Donny van de Beek,AJX,UCL,M,12,984,2,0,0,2,0,1,0,17,7,254,328,0,3,12,0,48,8
Jeremy Morel,LYO,FRAN,D,11,975,4,0,0,0,0,0,0,3,9,566,639,0,0,0,0,0,40
Kevin De Bruyne,MCI,EPL,M,19,974,2,0,0,2,0,91,21,36,15,607,725,9,11,19,0,42,2
Anthony Goncalves,STR,FRAN,M,17,969,3,0,0,2,0,68,9,13,6,280,366,9,2,4,0,22,14
Mohamed Salah,LIV,UCL,F/M,11,968,1,0,0,2,0,20,4,13,17,224,309,1,5,24,0,108,1
Nayef Aguerd,DIJ,FRAN,D,12,961,3,0,1,0,0,3,2,2,8,412,527,2,0,5,0,9,46
Aihen Munoz,RSO,LIGA,D,11,954,0,0,0,0,0,28,9,7,6,294,399,9,0,20,0,8,19
Pierre-Yves Polomat,ETI,FRAN,D,18,949,2,0,0,2,0,35,5,13,6,343,424,5,2,8,0,12,18
Cristian Dell'Orco,EMP,SERI,D,11,945,1,0,0,0,0,1,0,3,7,405,456,0,1,2,0,6,35
Marcel Sobottka,DUS,BUND,M,14,944,3,0,0,0,0,1,0,2,13,267,337,0,0,2,0,11,15
Kevin-Prince Boateng,SAS,SERI,F/M,13,942,1,0,0,1,0,4,0,16,27,248,307,0,1,0,0,39,12
Luca Pellegrini,CAG,SERI,D,12,941,2,1,1,1,0,58,10,10,9,235,346,9,1,10,0,7,17
Youssef Ait Bennasser,ETI,FRAN,M,13,937,0,0,0,0,0,4,2,7,10,563,640,2,1,11,0,2,4
Levin Oztunali,MAI,BUND,M,15,923,3,0,0,1,0,11,4,6,2,183,268,4,2,16,0,19,7
Andrew Robertson,LIV,UCL,D,11,918,3,0,0,2,0,23,4,9,1,482,605,4,4,7,0,28,21
Kasim Adams Nuhu,HOF,BUND,D,13,906,4,1,1,1,0,0,0,1,3,425,530,0,0,7,0,2,43
Riccardo Saponara,SMP,SERI,F/M,22,904,3,0,0,4,0,10,2,25,16,310,448,1,3,15,0,47,9
Cesc Fabregas,MON,FRAN,M,12,896,2,0,0,0,0,30,9,18,17,577,681,0,0,3,0,8,2
Hidde ter Avest,UDN,SERI,D,12,889,0,0,0,1,1,21,7,8,6,249,341,7,0,4,0,11,19
Lasse Schone,AJX,UCL,M,11,886,2,0,0,2,0,28,11,18,8,496,568,0,1,4,0,5,13
Christophe Jallet,NIC,FRAN,D,13,882,3,0,0,0,0,16,5,3,3,456,542,5,0,1,0,6,29
Philippe Coutinho,BAR,UCL,F/M,12,860,0,0,0,3,0,25,6,17,18,470,542,1,0,21,0,34,1
Franck Ribery,BAY,BUND,M,25,1167,3,0,0,3,0,28,8,21,19,580,703,8,3,36,1,120,0
Moussa Diaby,PSG,FRAN,M,25,1131,1,0,0,6,0,30,3,20,6,429,515,3,5,20,0,77,4
Patrick Herrmann,BM,BUND,M,24,1073,1,0,0,2,0,70,19,25,10,327,406,13,6,12,0,32,11
Mathieu Bodmer,AMN,FRAN,D,26,1064,1,0,0,0,0,3,2,15,13,438,629,2,1,4,0,29,9
Bastos,LAZ,SERI,D,17,1045,3,0,0,0,0,3,0,2,7,436,505,0,0,9,0,11,40
Esteban Rolon,GEN,SERI,M,18,1039,9,0,0,0,0,10,0,10,17,278,361,0,0,11,0,15,8
Jacob Rasmussen,EMP,SERI,D,14,1014,3,0,0,1,0,1,0,3,5,564,640,0,0,3,0,7,51
Caiuby,AUG,BUND,M,14,1006,3,0,0,1,0,16,5,15,18,256,366,5,1,11,0,43,10
Alex Gallar,HUE,LIGA,M,25,1002,2,0,0,1,0,43,14,29,16,304,407,6,5,19,0,34,4
Bostjan Cesar,CHV,SERI,D,13,985,3,0,0,0,0,0,0,1,2,307,365,0,0,1,0,5,51
John Bostock,TOU,FRAN,F/M,16,984,1,0,0,0,0,17,4,7,14,503,590,0,1,1,0,2,11
Isaac Mbenza,HUD,EPL,F/M,22,982,1,0,0,1,0,34,6,7,5,175,232,5,2,5,0,15,4
Alessandro Murgia,SPL,SERI,M,14,982,1,0,0,2,0,22,12,15,30,339,389,1,1,3,0,15,12
Tom Davies,EVE,EPL,M,16,976,3,0,0,0,0,6,0,5,17,404,505,0,1,13,0,12,9
Adam Nagy,BGN,SERI,M,14,972,2,1,1,0,0,5,1,9,8,443,509,1,1,4,0,2,11
Arnaud Nordin,ETI,FRAN,M,24,969,2,0,0,1,0,30,3,12,34,228,273,3,3,18,0,46,7
Dominik Kohr,LEV,BUND,M,18,968,4,0,0,2,0,2,1,9,13,403,503,1,2,4,0,16,16
Marvin Zeegelaar,UDN,SERI,M/D,12,955,5,1,1,0,0,13,2,5,6,252,292,2,0,16,0,9,32
Jonjo Shelvey,NEW,EPL,M,16,944,1,0,0,1,0,50,14,25,5,446,628,4,2,10,0,8,13
Stephan Lichtsteiner,ARS,EPL,D,14,940,3,0,0,0,0,30,1,3,10,377,480,1,0,4,0,11,23
Ridle Baku,MAI,BUND,M,15,938,1,0,0,0,0,4,0,6,13,364,442,0,0,8,0,18,6
Felipe,POR,UCL,D,10,930,2,0,0,0,0,2,0,0,9,455,574,0,0,4,1,15,61
Tony Jantschke,BM,BUND,D,14,930,0,0,0,1,0,1,0,1,12,724,804,0,1,2,0,6,47
Danilo,POR,UCL,M,10,930,2,0,0,0,0,0,0,5,17,432,495,0,0,7,0,7,13
Alex Telles,POR,UCL,D,10,930,1,0,0,3,0,90,28,22,9,255,345,11,2,4,0,4,30
Stefan Ilsanker,RBL,BUND,M,19,926,5,0,1,0,0,2,0,4,9,360,458,0,0,2,0,6,43
Vincent Laurini,FIO,SERI,D,15,921,4,0,0,0,0,39,10,7,21,355,445,10,1,11,0,1,27
Layvin Kurzawa,PSG,FRAN,D,18,920,4,0,0,2,0,21,4,12,6,352,419,4,5,11,0,34,14
Chang-hoon Kwon,DIJ,FRAN,M,18,918,1,0,0,0,0,43,9,13,11,215,287,3,0,15,0,23,7
