109	60	Simon Francis	479	175	654	73	245	245
110	45	Ryan Bertrand	584	190	774	75	199	407
111	6	Charlie Taylor	850	324	1174	72	410	462
112	43	Alfie Mawson	393	84	477	82	287	106
113	35	Eric Bailly	263	39	302	87	197	66
114	33	Serge Aurier	202	67	269	75	85	124
115	24	Marc Navarro	19	4	23	83	15	5
116	24	Kiko Femenia	769	156	925	83	360	423
117	37	Pablo Zabaleta	660	200	860	77	266	402
118	43	Maxime Le Marchand	1154	232	1386	83	826	332
119	30	Martín Montoya	686	172	858	80	370	332
120	43	Denis Odoi	1094	238	1332	82	706	392
121	48	Mason Holgate	194	59	253	77	106	88
122	37	Ryan Fredericks	309	127	436	71	132	182
123	45	Cédric Soares	435	159	594	73	167	283
124	24	Adrian Mariappa	725	157	882	82	542	184
125	33	Juan Foyth	499	87	586	85	320	179
126	61	Lee Peltier	206	136	342	60	88	121
127	43	Håvard Nordtveit	187	38	225	83	142	45
128	38	Davide Zappacosta	60	15	75	80	36	24
129	44	Alberto Moreno	92	13	105	88	50	43
130	24	Christian Kabasele	408	143	551	74	304	104
131	60	Chris Mepham	323	82	405	80	256	67
132	60	Charlie Daniels	661	179	840	79	334	336
133	60	Adam Smith	715	157	872	82	320	399
134	59	Chris Löwe	632	208	840	75	329	334
135	45	Jack Stephens	575	192	767	75	332	243
136	30	Leon Balogun	164	52	216	76	141	23
137	60	Diego Rico	207	78	285	73	106	112
138	6	Matthew Lowton	442	196	638	69	196	253
139	48	Jonjoe Kenny	307	120	427	72	123	188
140	39	DeAndre Yedlin	525	207	732	72	215	328
141	38	Gary Cahill	16	2	18	89	5	11
142	48	Leighton Baines	157	34	191	82	62	101
143	61	Greg Cunningham	132	47	179	74	52	82
144	48	Phil Jagielka	143	49	192	74	110	33
145	43	Cyrus Christie	675	209	884	76	327	364
146	7	Joel Ward	138	52	190	73	65	73
147	60	Nathaniel Clyne	394	124	518	76	179	219
148	43	Timothy Fosu-Mensah	330	76	406	81	165	168
149	31	Çağlar Söyüncü	184	36	220	84	132	53
150	59	Erik Durm	534	240	774	69	231	315
151	43	Tim Ream	925	128	1053	88	643	282
152	39	Antonio Barreca	1	1	2	50	0	1
153	60	Jack Simpson	194	42	236	82	142	52
154	42	Carl Jenkinson	58	17	75	77	23	35
155	35	Marcos Rojo	90	34	124	73	52	38
156	42	Stephan Lichtsteiner	377	103	480	79	210	168
157	24	Sebastian Prödl	3	0	3	100	3	0
158	30	Gaëtan Bong	447	155	602	74	226	230
159	61	Jazz Richards	18	8	26	69	9	9
160	24	Miguel Britos	47	12	59	80	32	15
