Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,INT,BLK,TKLW,ACRO,BR,DR,DW
Guilherme Arana,SEV,LIGA,D,9,633,8,1,4,3,0,0,9,3,6,2,35,2,24
Marvin Martin,REI,FRAN,M,12,621,8,4,8,1,0,0,2,1,1,1,29,4,23
Pablo Maffeo,SGT,BUND,D,8,601,8,0,5,1,0,0,13,4,12,6,34,10,44
Jakub Jankto,SMP,SERI,M,25,949,7,18,2,2,0,0,9,2,4,7,70,1,18
Javairo Dilrosun,HB,BUND,F/M,17,891,7,10,3,2,0,0,7,2,10,5,47,9,47
Kevin Mohwald,BRE,BUND,F/M,23,861,7,16,3,2,0,0,17,0,10,1,72,9,60
Jan Moravek,AUG,BUND,M,14,781,7,7,5,1,0,0,9,2,23,0,52,4,60
Ibrahim Amadou,SEV,LIGA,M,17,757,7,10,3,2,0,0,11,4,20,0,45,5,66
Youn Zahary,CAE,FRAN,D,12,732,7,5,1,3,0,0,16,8,9,0,35,3,34
Laurent Ciman,DIJ,FRAN,D,9,715,7,2,0,3,0,0,7,9,6,0,45,0,33
Jordan Henderson,LIV,UCL,M,10,709,7,3,1,1,0,0,10,0,14,4,62,3,32
Jakob Johansson,REN,FRAN,M,16,709,7,9,4,0,0,0,3,3,9,1,60,3,45
Ruben Vinagre,WLV,EPL,M/D,17,706,7,10,3,1,0,0,14,2,9,7,54,13,44
Mahmoud Dahoud,DOR,BUND,M,14,695,7,7,3,2,0,0,17,0,10,0,63,7,36
Roberto Firmino,LIV,UCL,F/M,11,690,7,4,5,0,0,0,2,0,8,2,29,10,38
Aleksandar Kolarov,ROM,UCL,D,8,661,7,1,1,0,0,0,4,0,1,5,37,7,37
Scott Dann,CRY,EPL,D,10,661,7,3,0,1,0,0,5,12,2,0,29,3,35
Emerson,CHE,EPL,D,10,660,7,3,0,0,0,0,8,1,9,3,28,10,35
Konstantinos Manolas,ROM,UCL,D,7,660,7,0,0,0,0,0,10,9,8,0,44,2,31
Oscar Duarte,ESP,LIGA,D,11,657,7,4,1,0,0,0,13,7,5,0,35,0,37
Moussa Sissoko,TOT,UCL,M,9,655,7,2,2,2,0,0,9,1,14,1,59,9,33
Yevhen Konoplyanka,SKE,BUND,F/M,13,653,7,6,3,0,0,1,3,0,0,4,17,14,29
Marcelo Saracchi,RBL,BUND,D,9,652,7,2,1,2,0,0,11,1,11,16,52,7,43
Presnel Kimpembe,PSG,UCL,D,8,647,7,1,0,1,0,0,12,1,9,0,53,3,35
Vigaray,ALA,LIGA,D,8,646,7,1,1,1,0,0,6,1,8,4,24,3,35
Toni Kroos,RMD,UCL,M,8,645,7,1,1,1,0,0,9,2,10,0,55,4,37
Fernandinho,MCI,UCL,M,8,643,7,1,1,3,0,0,19,7,9,0,52,4,40
Josip Elez,HAN,BUND,D,10,640,7,3,1,1,0,0,6,4,3,0,35,3,23
Daniel Amartey,LEI,EPL,M/D,9,639,7,2,1,2,0,0,16,4,12,0,58,2,35
Tanguy Ndombele,LYO,UCL,M,8,637,7,1,3,0,0,0,12,2,11,0,53,23,65
Maxi Pereira,POR,UCL,D,8,634,7,1,1,0,0,0,8,1,12,2,38,2,22
Saul Niguez,ATL,UCL,M,8,631,7,1,1,1,0,0,12,1,6,1,46,6,42
Davinson Sanchez,TOT,UCL,D,8,631,7,1,0,1,0,0,11,4,7,0,50,4,36
Houssem Aouar,LYO,UCL,M,7,630,7,0,0,1,0,0,7,4,8,0,45,18,50
Greg Cunningham,CC,EPL,D,7,630,7,0,0,3,0,0,16,3,7,2,30,0,35
Victor Lindelof,MUN,UCL,D,7,630,7,0,0,1,0,0,9,3,3,0,30,1,15
Joel Matip,LIV,UCL,D,7,630,7,0,0,2,0,0,14,3,8,0,49,2,41
Joshua Kimmich,BAY,UCL,M/D,7,630,7,0,0,3,0,0,12,2,6,7,42,2,33
Naldo,SKE,BUND,D,7,630,7,0,0,1,0,0,14,3,7,0,35,1,45
David Alaba,BAY,UCL,D,7,630,7,0,0,0,0,0,16,3,6,2,33,3,28
Marquinhos,PSG,UCL,D,7,630,7,0,0,2,0,0,11,2,7,0,43,2,22
Axel Witsel,DOR,UCL,M,7,629,7,0,1,0,0,0,7,2,9,0,51,9,34
Xavier Quintilla,VIL,LIGA,D,7,628,7,0,1,1,0,0,8,2,4,3,29,0,13
Dele Alli,TOT,UCL,M,7,627,7,0,1,0,0,0,6,1,4,1,36,10,34
Yacine Brahimi,POR,UCL,M,9,624,7,2,6,0,0,0,6,0,6,0,40,26,48
Jeffrey Bruma,SKE,BUND,D,9,623,7,2,1,4,0,0,4,2,11,0,38,2,36
Abdou Diallo,DOR,UCL,D,7,620,7,0,1,1,0,0,8,5,8,1,43,6,31
Memphis Depay,LYO,UCL,F/M,8,618,7,1,4,0,0,0,1,1,0,2,17,6,16
Thiago Silva,PSG,UCL,D,7,616,7,0,1,0,0,0,11,6,4,0,40,1,28
Douglas Costa,JUV,SERI,F/M,17,616,7,10,7,2,0,1,4,0,8,6,37,30,48
Borna Sosa,SGT,BUND,D,12,612,7,5,1,3,0,0,6,1,7,9,39,8,39
Manu,VIL,LIGA,M,10,611,7,3,6,2,0,0,5,3,11,0,48,7,43
Philipp Lienhart,FBG,BUND,D,14,610,7,7,2,0,0,0,11,7,6,1,31,5,32
Steven N'Zonzi,ROM,UCL,M,8,610,7,1,3,0,0,0,5,2,8,1,51,2,35
Harry Winks,TOT,UCL,M,9,610,7,2,4,0,0,0,7,1,8,3,60,5,34
Almamy Toure,EF,BUND,D,8,610,7,1,1,0,0,0,10,1,13,2,51,13,51
Souleyman Doumbia,REN,FRAN,D,7,606,7,0,1,0,0,0,3,1,7,1,39,7,36
Facundo Roncaglia,VAL,LIGA,D,7,603,7,0,1,3,1,1,10,2,10,1,55,1,36
Marco Verratti,PSG,UCL,M,7,601,7,0,3,2,0,0,5,3,16,0,49,8,56
Simon Falette,EF,BUND,D,7,601,7,0,1,0,0,0,14,5,6,0,27,0,32
Emanuel Vignato,CHV,SERI,F/M,9,599,7,2,7,0,0,0,7,0,3,3,31,10,24
Romulo,LAZ,SERI,M,8,597,7,1,2,1,0,0,3,2,3,9,30,6,21
Hamza Choudhury,LEI,EPL,M,9,596,7,2,3,0,0,0,15,3,10,1,33,2,33
Antonio Barreca,MON,FRAN,D,7,596,7,0,3,0,0,0,7,2,8,6,29,2,31
Sandro,UDN,SERI,M,12,595,7,5,5,5,0,0,11,5,10,0,43,7,51
Rick Karsdorp,ROM,SERI,D,11,595,7,4,6,1,0,0,12,2,6,6,54,7,23
Lukas Klunter,HB,BUND,D,10,593,7,3,2,1,1,1,12,2,8,3,30,10,36
Ilkay Gundogan,MCI,UCL,M,8,590,7,1,2,0,0,0,8,0,6,0,45,6,27
Thomas Vermaelen,BAR,LIGA,D,9,587,7,2,2,2,0,0,6,2,4,0,29,0,23
Fabrizio Cacciatore,CAG,SERI,D,7,584,7,0,3,2,0,0,7,4,7,6,29,2,17
Pedro Bigas,EIB,LIGA,D,10,584,7,3,3,1,0,0,8,2,3,0,29,0,23
Markus Suttner,DUS,BUND,D,7,581,7,0,2,1,0,0,9,3,7,2,31,0,21
Arthur,BAR,UCL,M,9,566,7,2,6,1,0,0,2,2,11,0,37,4,37
Arjen Robben,BAY,BUND,M,12,566,7,5,4,0,1,1,3,1,1,2,24,6,20
Koke,ATL,UCL,M,7,562,7,0,2,0,0,0,7,0,6,2,56,3,27
Mathias Suarez,MTP,FRAN,D,10,551,7,3,5,2,0,0,9,0,11,5,24,2,49
Hamza Mendyl,SKE,BUND,D,9,544,7,2,3,5,0,0,8,2,15,0,33,7,33
Nicolas Spolli,GEN,SERI,D,7,540,7,0,2,2,0,0,7,6,6,0,17,0,20
Leo Suarez,REV,LIGA,M,12,519,7,5,6,0,0,0,1,1,3,0,16,4,18
Marco Terrazzino,FBG,BUND,F/M,13,517,7,6,7,0,0,0,3,2,3,0,22,8,26
Mousa Dembele,TOT,EPL,M,10,515,7,3,5,1,0,0,7,1,9,0,44,7,29
Simon Rhein,FCN,BUND,M,8,496,7,1,3,1,0,1,7,1,4,0,45,5,20
Zaydou Youssouf,BDX,FRAN,M,11,423,7,4,7,1,0,0,5,1,5,0,19,7,32
Ruben Loftus-Cheek,CHE,EPL,M,24,983,6,18,3,0,0,0,11,4,12,0,74,41,103
Junior Sambia,MTP,FRAN,M,29,831,6,23,4,3,0,0,5,2,7,6,43,26,76
Bryan Dabo,FIO,SERI,M,22,817,6,16,3,4,0,0,10,6,6,1,68,6,64
Erik Thommy,SGT,BUND,F/M,19,791,6,13,7,2,1,1,14,1,3,1,52,8,37
Marouane Fellaini,MUN,EPL,M,14,746,6,8,0,1,0,0,4,5,13,1,50,1,79
Robbie Brady,BUR,EPL,M,16,715,6,10,4,3,0,1,7,1,7,4,45,7,37
Martin Maximiliano Mantovani,HUE,LIGA,D,9,699,6,3,0,2,0,0,22,3,9,0,23,0,61
Florent Muslija,HAN,BUND,F/M,17,675,6,11,6,1,0,0,3,0,10,2,54,16,46
Benjamin Corgnet,STR,FRAN,M,17,665,6,11,6,0,0,0,6,0,12,2,17,8,70
Federico Valverde,RMD,LIGA,M,16,651,6,10,4,4,0,0,21,2,8,1,52,13,36
Baissama Sankoh,CAE,FRAN,M/D,15,646,6,9,4,2,0,1,5,1,1,1,36,5,31
Diego Laxalt,MIL,SERI,M/D,20,640,6,14,3,2,0,0,8,3,13,7,38,6,43
Fabinho,LIV,UCL,M/D,10,637,6,4,0,3,0,0,12,0,20,0,59,2,58
Carles Alena,BAR,LIGA,M,17,631,6,11,5,2,0,0,2,0,4,0,38,12,38
Giulio Donati,MAI,BUND,D,9,625,6,3,2,2,0,0,16,3,7,6,38,5,27
Kevin Zohi,STR,FRAN,M,20,621,6,14,6,0,0,0,7,0,10,2,33,14,46
Alessandro Florenzi,ROM,UCL,M/D,8,618,6,2,1,1,0,0,9,1,9,4,41,4,29
Andreas Christensen,CHE,EPL,D,8,615,6,2,0,1,0,0,4,2,4,0,49,1,32
Robin Bormuth,DUS,BUND,D,10,614,6,4,0,2,0,0,10,4,4,0,24,2,26
Rodrigo,ATL,UCL,M,8,606,6,2,0,0,0,0,12,4,7,1,66,4,29
Grady Diangana,WHU,EPL,F/M,17,605,6,11,6,0,0,0,1,0,9,2,38,21,58
Leonardo Spinazzola,JUV,SERI,M/D,10,598,6,4,1,0,0,0,3,0,4,6,34,11,32
Andreas Pereira,MUN,EPL,M,15,594,6,9,5,5,0,0,11,2,6,2,46,7,23
Patrick Roberts,GIR,LIGA,F/M,19,594,6,13,6,0,0,0,3,0,6,2,23,27,44
Ashley Young,MUN,UCL,M/D,7,582,6,1,1,2,0,0,7,2,5,4,33,2,19
Bernardo Silva,MCI,UCL,M,8,578,6,2,1,0,0,0,8,1,6,0,36,15,35
Ibai Gomez,ATH,LIGA,M,14,577,6,8,5,0,0,0,2,1,3,10,34,6,21
Steven Zuber,HOF,BUND,M,9,574,6,3,4,1,0,0,5,1,9,1,39,4,29
Ronaldo Vieira,SMP,SERI,M,13,574,6,7,3,3,0,0,8,2,10,0,44,6,42
Ben Davies,TOT,UCL,M/D,9,567,6,3,0,0,0,0,10,3,4,5,28,3,27
Marcel Schmelzer,DOR,BUND,D,9,565,6,3,1,1,0,0,9,1,5,3,24,4,36
Serge Aurier,TOT,EPL,M/D,8,563,6,2,2,1,0,0,7,2,12,7,31,8,42
Filippo Costa,SPL,SERI,M,9,562,6,3,1,0,0,0,8,3,13,4,25,7,35
Lucas Torro,EF,BUND,M,8,560,6,2,2,1,0,0,14,1,6,0,41,1,61
Marco Andreolli,CHV,SERI,D,7,555,6,1,1,2,0,0,4,1,6,0,25,0,29
Adama Diakhaby,HUD,EPL,M,12,553,6,6,5,1,0,0,1,0,3,2,24,12,33
Joel Ward,CRY,EPL,D,7,551,6,1,0,1,0,0,10,0,7,0,31,1,37
Rodrigo Bentancur,JUV,UCL,M,7,550,6,1,0,1,0,0,8,2,11,2,38,8,43
Bruma,RBL,BUND,F/M,14,549,6,8,3,1,0,0,4,0,2,0,40,13,25
Raphael Framberger,AUG,BUND,D,7,547,6,1,0,2,0,0,11,3,6,5,32,9,32
Oualid El Hajjam,AMN,FRAN,D,11,542,6,5,3,1,0,0,12,2,9,2,31,4,39
Bafode Diakite,TOU,FRAN,D,8,542,6,2,1,2,0,0,10,2,5,0,33,0,38
Denzel Dumfries,PSV,UCL,M/D,6,540,6,0,0,2,0,0,8,7,5,3,27,2,24
Rodrigo Becao,CSK,UCL,D,6,540,6,0,0,1,0,0,10,6,8,0,26,1,40
Milos Degenek,RSB,UCL,D,6,540,6,0,0,1,0,0,13,6,4,0,17,0,12
Nikola Vlasic,CSK,UCL,F/M,6,540,6,0,0,0,0,0,4,2,7,3,42,18,44
Kalidou Koulibaly,NAP,UCL,D,6,540,6,0,0,2,0,0,12,7,9,1,47,3,26
Salif Sane,SKE,UCL,D,6,540,6,0,0,1,0,0,12,5,5,0,39,0,41
Ignacio Camacho,WOL,BUND,M,6,540,6,0,0,3,0,0,18,2,9,0,35,0,57
Niklas Hult,AEK,UCL,D,6,540,6,0,0,1,0,0,10,0,6,2,34,5,26
Benoit Poulain,CB,UCL,D,6,540,6,0,0,0,0,0,15,2,4,0,34,0,25
Milan Skriniar,INT,UCL,D,6,540,6,0,0,3,0,0,2,2,18,3,43,1,35
Patrik Hrosovsky,VPL,UCL,M,6,540,6,0,0,1,0,0,5,1,9,1,37,1,20
Roman Hubnik,VPL,UCL,D,6,540,6,0,0,2,0,0,12,4,10,0,29,0,30
Nemanja Matic,MUN,UCL,M,6,540,6,0,0,2,0,0,7,5,7,0,47,4,37
Ryad Boudebouz,BET,LIGA,M,9,540,6,3,4,1,0,0,5,1,4,4,19,7,27
Matija Nastasic,SKE,UCL,D,6,540,6,0,0,0,0,0,12,3,16,0,22,0,28
Giorgio Chiellini,JUV,UCL,D,6,540,6,0,0,1,0,0,9,6,6,0,26,1,30
Diego Godin,ATL,UCL,D,6,540,6,0,0,1,0,0,9,3,2,0,27,3,25
Kirill Nababkin,CSK,UCL,D,6,540,6,0,0,1,0,0,7,5,9,0,31,0,27
Loris Benito,YBO,UCL,D,6,540,6,0,0,2,0,0,7,1,7,1,39,1,24
Alejandro Grimaldo,BEN,UCL,D,6,540,6,0,0,1,0,0,7,0,17,1,36,9,40
Youri Tielemans,MON,UCL,M,6,540,6,0,0,3,0,0,10,2,9,2,40,3,38
Stefano Denswil,CB,UCL,D,6,540,6,0,0,2,0,0,9,2,4,0,36,2,26
Ismaily,DON,UCL,D,6,540,6,0,0,0,0,0,7,3,12,3,21,5,41
Federico Fazio,ROM,UCL,D,6,540,6,0,0,0,0,0,8,8,7,0,32,2,49
Andre Almeida,BEN,UCL,D,6,540,6,0,0,1,0,0,14,3,11,0,39,3,39
Pavel Kaderabek,HOF,UCL,D,6,540,6,0,0,0,0,0,4,2,7,4,22,1,24
Angelino,PSV,UCL,D,6,540,6,0,0,1,0,0,10,7,4,4,26,3,18
Grzegorz Krychowiak,LMO,UCL,M,6,540,6,0,0,0,0,0,7,1,7,0,54,2,49
Marcos Llorente,RMD,LIGA,M,7,540,6,1,1,1,0,0,7,0,12,0,43,7,32
Mats Hummels,BAY,UCL,D,6,539,6,0,1,1,0,0,11,2,16,0,41,2,44
Javier Pastore,ROM,SERI,M,13,539,6,7,5,0,0,0,3,0,3,4,32,9,23
Hans Vanaken,CB,UCL,M,6,539,6,0,1,0,0,0,5,0,9,1,47,6,30
Ruud Vormer,CB,UCL,M,6,539,6,0,1,0,0,0,7,1,6,4,35,1,20
Gerzino Nyamsi,REN,FRAN,D,8,539,6,2,0,0,1,1,4,3,3,0,21,2,31
Martin Caceres,JUV,SERI,D,8,537,6,2,1,1,0,0,4,3,3,0,35,0,19
Kieran Trippier,TOT,UCL,M/D,7,536,6,1,2,1,0,0,9,1,10,3,39,2,28
Frederic Sammaritano,DIJ,FRAN,M,14,536,6,8,5,2,1,1,8,1,5,6,30,2,18
Maximilian Wober,SEV,LIGA,D,7,536,6,1,1,2,0,0,7,0,9,3,35,1,29
Marcelo Brozovic,INT,UCL,M,6,535,6,0,1,3,0,0,9,2,7,2,49,2,26
Adam Ounas,NAP,SERI,F/M,18,534,6,12,6,0,0,0,2,0,2,0,30,19,38
Junior Alonso,CEL,LIGA,D,9,534,6,3,2,2,0,0,5,3,9,1,33,1,34
Sanjin Prcic,LEV,LIGA,M,10,533,6,4,5,3,0,0,11,7,13,1,39,2,45
Neymar,PSG,UCL,F/M,6,532,6,0,1,2,0,0,2,2,3,1,24,32,72
Pablo Rosario,PSV,UCL,M,6,532,6,0,1,1,0,0,9,3,8,0,24,3,31
Taras Stepanenko,DON,UCL,M,6,527,6,0,1,1,0,0,6,5,11,0,26,1,22
Marco Reus,DOR,UCL,F/M,6,524,6,0,1,1,0,0,11,1,8,2,27,7,37
Jorrit Hendrix,PSV,UCL,M,6,521,6,0,1,1,0,0,13,4,5,0,31,5,32
Emiliano Rigoni,ATA,SERI,F/M,12,521,6,6,4,1,0,0,4,0,1,3,24,16,30
Michalis Bakakis,AEK,UCL,D,6,520,6,0,1,0,0,0,13,1,8,2,26,3,35
Javi Martinez,BAY,UCL,M/D,6,520,6,0,2,1,0,0,20,2,9,0,45,3,56
Javier Garcia,BET,LIGA,M,13,520,6,7,1,0,0,1,5,1,1,0,29,3,25
Mikel Balenziaga,ATH,LIGA,D,11,520,6,5,2,0,0,0,2,2,6,2,25,2,18
Mario Rui,NAP,UCL,D,6,520,6,0,1,2,0,0,7,1,7,7,28,5,28
Kwado Asamoah,INT,UCL,M/D,6,519,6,0,1,1,0,0,8,2,5,4,36,7,35
Vladislav Ignatyev,LMO,UCL,D,6,519,6,0,1,2,0,0,17,3,11,0,27,2,32
Nick Viergever,PSV,UCL,D,6,516,6,0,1,1,0,0,6,9,2,0,16,0,11
Aleksey Miranchuk,LMO,UCL,M,6,516,6,0,3,0,0,0,11,0,6,0,46,10,29
Otavio,POR,UCL,M,8,515,6,2,5,2,0,0,5,0,13,1,42,7,47
Paolo Ghiglione,FRO,SERI,M/D,9,514,6,3,3,4,0,0,4,0,4,7,27,2,13
Daniel Caligiuri,SKE,UCL,F/M,6,512,6,0,1,0,0,0,11,2,17,1,26,7,39
Garry Mendes Rodrigues,GAL,UCL,M,6,512,6,0,2,0,0,0,0,0,4,2,11,5,26
Allan,NAP,UCL,M,6,511,6,0,1,1,0,0,5,0,22,0,61,7,60
Luisinho,HUE,LIGA,M,7,509,6,1,2,4,0,0,16,1,10,2,27,4,26
Djibril Sow,YBO,UCL,M,6,508,6,0,2,0,0,0,9,2,6,2,41,1,26
Kara,NTE,FRAN,D,6,507,6,0,1,0,0,0,6,1,10,0,33,0,34
Nabil Fekir,LYO,UCL,M,6,506,6,0,4,3,0,0,3,0,5,2,19,8,44
Casemiro,RMD,UCL,M,6,505,6,0,2,0,0,0,13,6,9,0,56,3,32
Reece Oxford,AUG,BUND,M,8,504,6,2,1,0,0,1,11,9,9,0,20,0,30
Racine Coly,NIC,FRAN,D,9,502,6,3,1,2,0,0,9,1,2,4,39,6,32
Ivan Perisic,INT,UCL,F/M,6,501,6,0,2,2,0,0,11,1,6,7,20,4,31
Andrea Raggi,MON,FRAN,D,6,495,6,0,0,1,0,1,7,0,5,2,18,0,17
David Limbersky,VPL,UCL,M,6,495,6,0,1,3,0,0,6,1,3,0,32,4,12
Raul Albiol,NAP,UCL,D,6,495,6,0,1,1,0,0,8,5,1,0,20,1,17
Sebastien De Maio,BGN,SERI,D,6,493,6,0,2,3,0,0,1,5,4,2,20,0,14
Lorenzo Insigne,NAP,UCL,F/M,6,490,6,0,2,0,0,0,1,0,1,1,22,4,12
Konstantinos Galanopoulos,AEK,UCL,M,6,490,6,0,3,0,1,1,11,1,4,0,33,4,13
Ivan Oblyakov,CSK,UCL,M,6,487,6,0,4,2,0,0,7,2,8,0,21,5,24
Vasyl Kravets,LGN,LIGA,M/D,6,484,6,0,3,2,0,0,4,1,11,5,30,7,33
Ryan Donk,GAL,UCL,D,6,473,6,0,2,2,0,0,7,4,5,0,32,3,24
Fabian Ruiz,NAP,UCL,M,6,471,6,0,3,1,0,0,7,1,9,1,30,8,28
Roberto Soriano,TOR,SERI,F/M,11,468,6,5,5,1,0,0,5,0,5,1,28,10,36
Mario Fernandes,CSK,UCL,M/D,6,462,6,0,1,0,0,0,13,2,10,1,17,7,35
Carlos Salcedo,EF,BUND,D,6,461,6,0,1,3,0,0,9,3,3,0,40,0,22
Fred,MUN,UCL,M,6,460,6,0,3,1,0,0,5,2,7,0,46,3,23
Moustapha Diallo,NIM,FRAN,M,7,457,6,1,5,5,0,0,10,1,11,0,29,0,52
Andoni Gorosabel,RSO,LIGA,D,7,454,6,1,2,0,0,0,4,1,9,3,23,1,28
Steven Defour,BUR,EPL,M,6,452,6,0,4,0,0,0,8,3,4,0,31,1,11
Franck Ribery,BAY,UCL,M,7,439,6,1,6,1,0,0,7,0,4,1,26,16,27
Thomas Partey,ATL,UCL,M/D,6,417,6,0,4,3,0,0,11,3,6,0,29,6,20
Senou Coulibaly,DIJ,FRAN,D,9,410,6,3,1,1,0,1,12,2,7,0,16,1,25
Vitolo,ATL,LIGA,M,20,744,5,15,4,1,0,0,10,1,13,0,53,27,89
Yunus Malli,WOL,BUND,M,21,689,5,16,3,0,0,0,4,0,7,3,34,9,37
Morgan Gibbs-White,WLV,EPL,F/M,26,650,5,21,5,1,0,0,1,0,3,2,42,12,36
Sebastiano Luperto,NAP,SERI,D,11,635,5,6,1,0,0,0,8,1,5,0,28,1,30
Reiss Nelson,HOF,BUND,F/M,23,628,5,18,4,0,0,0,5,1,10,2,47,16,39
Diego Rico,BOU,EPL,M/D,12,607,5,7,2,1,0,0,14,2,9,5,47,3,36
Leon Balogun,BHA,EPL,D,8,591,5,3,0,2,0,0,17,3,6,0,27,0,27
Diego Perotti,ROM,SERI,F/M,12,575,5,7,3,2,0,0,4,0,10,6,27,17,45
Nelson Semedo,BAR,UCL,D,10,554,5,5,0,3,0,0,6,0,12,0,29,11,40
Boubakary Soumare,LIL,FRAN,M,18,553,5,13,0,3,0,0,6,3,15,0,42,7,40
Ibrahima Traore,BM,BUND,M,16,548,5,11,5,1,0,0,3,1,6,8,22,20,38
Burgui,ALA,LIGA,M,16,547,5,11,4,1,0,0,0,0,6,2,38,4,34
Roland Sallai,FBG,BUND,F/M,11,544,5,6,2,3,0,0,3,0,8,3,28,6,53
Miguelon,VIL,LIGA,D,8,543,5,3,2,1,0,0,12,2,14,3,30,5,41
Alessandro Deiola,PAR,SERI,M,10,541,5,5,1,3,0,0,10,4,8,0,39,2,25
Maxime Gonalons,SEV,LIGA,M,10,536,5,5,1,0,0,0,5,4,4,0,36,8,41
Raffael,BM,BUND,F/M,13,533,5,8,5,0,0,0,1,0,4,1,23,9,25
Aleix Vidal,SEV,LIGA,D,11,526,5,6,3,3,0,0,4,0,11,4,31,4,32
Joe Gomez,LIV,UCL,D,8,524,5,3,0,1,0,0,6,0,1,0,36,3,34
Chadrac Akolo,SGT,BUND,M,16,523,5,11,5,0,0,0,4,0,6,2,31,7,38
Lluis Lopez,ESP,LIGA,D,6,520,5,1,0,0,0,0,7,2,3,0,21,1,22
Holger Badstuber,SGT,BUND,D,10,518,5,5,1,1,0,0,9,2,4,0,22,0,24
Ganso,AMN,FRAN,M,12,517,5,7,4,0,0,0,6,1,8,2,35,4,30
Bryan Cristante,ROM,UCL,M,7,516,5,2,0,0,0,0,7,2,8,2,46,6,36
Kevin Long,BUR,EPL,D,6,513,5,1,0,0,0,0,7,5,10,0,24,1,44
Lorenzo Crisetig,FRO,SERI,M,8,505,5,3,1,3,0,0,12,3,11,1,25,1,33
Miguel Layun,VIL,LIGA,M/D,8,505,5,3,1,1,0,0,1,2,2,6,17,5,18
Suat Serdar,SKE,UCL,M,7,503,5,2,1,1,0,0,6,0,11,0,38,9,40
Kevin Akpoguma,HOF,BUND,D,8,497,5,3,2,2,0,0,13,5,15,0,31,1,39
Fabrizio Cacciatore,CHV,SERI,D,7,496,5,2,0,1,0,0,5,2,4,8,30,1,23
Waldo Rubio,REV,LIGA,F/M,8,493,5,3,4,1,0,0,1,0,2,0,24,7,15
Antonio Candreva,INT,SERI,F/M,18,492,5,13,5,0,0,0,4,0,1,10,19,6,18
Gareth Bale,RMD,UCL,F/M,7,489,5,2,4,0,0,0,5,0,0,3,10,7,24
Thilo Kehrer,PSG,UCL,D,7,488,5,2,2,2,0,0,5,2,7,0,21,4,29
Kevin Manuel Rodrigues,RSO,LIGA,D,7,483,5,2,0,1,0,0,8,3,11,4,31,8,41
Lucas Tousart,LYO,UCL,M,7,482,5,2,0,0,0,0,4,3,13,0,46,2,33
Joao Cancelo,JUV,UCL,D,7,479,5,2,1,0,0,0,5,0,10,5,31,10,40
Mickael Alphonse,DIJ,FRAN,M,10,477,5,5,0,0,0,0,8,1,3,4,20,4,33
Marco Friedl,BRE,BUND,D,7,472,5,2,1,3,0,0,13,6,6,0,19,2,23
Igor Denisov,LMO,UCL,M,6,468,5,1,0,2,0,0,8,1,6,0,41,2,15
Luka Modric,RMD,UCL,M,6,467,5,1,2,1,0,0,7,0,4,0,31,6,21
Gedson Fernandes,BEN,UCL,M,6,466,5,1,2,0,0,0,2,1,6,0,30,4,28
Antonio Valencia,MUN,EPL,M/D,6,465,5,1,1,2,0,0,5,0,6,5,32,3,18
Adam Lallana,LIV,EPL,M,13,465,5,8,5,1,0,0,5,1,9,0,25,8,43
Paolo Sammarco,FRO,SERI,M,7,462,5,2,2,1,0,0,3,0,5,1,29,5,29
Yevhen Konoplyanka,SKE,UCL,F/M,6,462,5,1,1,0,0,0,1,0,2,4,19,12,24
Alberto Grassi,PAR,SERI,M,7,461,5,2,2,0,0,0,8,2,12,0,22,5,42
Marek Hamsik,NAP,UCL,M,6,456,5,1,1,0,0,0,4,0,9,0,37,0,17
Christian Pulisic,DOR,UCL,M,7,455,5,2,3,0,0,0,3,0,5,1,26,19,36
Iver Fossum,HAN,BUND,M,9,453,5,4,2,0,0,0,7,2,5,3,28,3,16
Matteo Politano,INT,UCL,M,6,453,5,1,5,1,0,0,3,0,4,9,18,6,25
Pape Cheikh Diop,LYO,FRAN,M,12,452,5,7,6,3,0,0,2,2,1,0,20,5,16
Maycon,DON,UCL,M,6,451,5,1,1,0,0,0,9,1,2,1,21,1,9
Niklas Sule,BAY,UCL,D,6,451,5,1,0,0,0,0,9,3,5,0,30,1,23
Lukas Hejda,VPL,UCL,D,6,451,5,1,0,1,0,0,11,3,7,0,9,0,25
Radim Reznik,VPL,UCL,D,5,450,5,0,0,0,0,0,2,1,5,1,24,2,14
Mykola Matviyenko,DON,UCL,D,5,450,5,0,0,1,0,0,13,1,5,1,28,3,23
Alex Ferrari,SMP,SERI,D,5,450,5,0,0,2,0,0,9,1,7,1,26,0,24
Jose Gaya,VAL,UCL,D,5,450,5,0,0,3,0,0,5,1,6,6,18,3,21
Kevin Mbabu,YBO,UCL,D,5,450,5,0,0,2,0,0,3,2,12,7,29,6,45
Matias Vecino,INT,UCL,M,5,450,5,0,0,0,0,0,4,2,8,0,30,3,27
Mehdi Benatia,JUV,SERI,D,5,450,5,0,0,2,0,0,16,5,6,0,27,2,27
Juanfran,ATL,UCL,D,5,450,5,0,0,1,0,0,11,1,10,1,18,3,24
Benedikt Howedes,LMO,UCL,D,5,450,5,0,0,2,0,0,7,6,9,0,15,0,27
Serhiy Kryvtsov,DON,UCL,D,5,450,5,0,0,2,0,0,13,5,3,0,9,1,10
Lucas Hernandez,ATL,UCL,D,5,450,5,0,0,1,0,0,6,1,3,0,28,0,18
